"plan_sponsor_clean","plan_type_clean","valuation_year","grade_letter"
"ALTAMONTE SPRINGS","G",2007,"A"
"ALTAMONTE SPRINGS","G",2009,"A"
"ALTAMONTE SPRINGS","G",2010,"A"
"ALTAMONTE SPRINGS","G",2011,"A"
"ALTAMONTE SPRINGS","G",2012,"A"
"ALTAMONTE SPRINGS","G",2013,"A"
"ALTAMONTE SPRINGS","G",2014,"A"
"ALTAMONTE SPRINGS","G",2015,"A"
"ALTAMONTE SPRINGS","G",2016,"A"
"ALTAMONTE SPRINGS","P",2009,"C"
"ALTAMONTE SPRINGS","P",2011,"B"
"ALTAMONTE SPRINGS","P",2012,"A"
"ALTAMONTE SPRINGS","P",2013,"A"
"ALTAMONTE SPRINGS","P",2015,"A"
"APOPKA","F",2005,"A"
"APOPKA","F",2006,"A"
"APOPKA","F",2007,"A"
"APOPKA","F",2009,"A"
"APOPKA","F",2010,"A"
"APOPKA","F",2011,"B"
"APOPKA","F",2013,"A"
"APOPKA","F",2015,"A"
"APOPKA","G",2005,"B"
"APOPKA","G",2006,"A"
"APOPKA","G",2007,"A"
"APOPKA","G",2009,"A"
"APOPKA","G",2011,"C"
"APOPKA","G",2013,"A"
"APOPKA","G",2015,"B"
"APOPKA","P",2005,"B"
"APOPKA","P",2006,"B"
"APOPKA","P",2007,"B"
"APOPKA","P",2009,"B"
"APOPKA","P",2010,"B"
"APOPKA","P",2011,"C"
"APOPKA","P",2013,"A"
"APOPKA","P",2014,"A"
"APOPKA","P",2015,"A"
"ARCADIA","G",2016,"B"
"ARCADIA","PF",2005,"A"
"ARCADIA","PF",2006,"B"
"ARCADIA","PF",2007,"B"
"ARCADIA","PF",2008,"B"
"ARCADIA","PF",2009,"B"
"ARCADIA","PF",2010,"C"
"ARCADIA","PF",2011,"D"
"ARCADIA","PF",2012,"D"
"ARCADIA","PF",2013,"C"
"ARCADIA","PF",2014,"C"
"ARCADIA","PF",2015,"B"
"ARCADIA","PF",2016,"B"
"ATLANTIC BEACH","G",2005,"B"
"ATLANTIC BEACH","G",2007,"B"
"ATLANTIC BEACH","G",2008,"B"
"ATLANTIC BEACH","G",2009,"B"
"ATLANTIC BEACH","G",2010,"C"
"ATLANTIC BEACH","G",2011,"C"
"ATLANTIC BEACH","G",2012,"C"
"ATLANTIC BEACH","G",2013,"C"
"ATLANTIC BEACH","G",2014,"C"
"ATLANTIC BEACH","G",2015,"C"
"ATLANTIC BEACH","P",2005,"C"
"ATLANTIC BEACH","P",2007,"C"
"ATLANTIC BEACH","P",2008,"D"
"ATLANTIC BEACH","P",2009,"D"
"ATLANTIC BEACH","P",2010,"D"
"ATLANTIC BEACH","P",2011,"D"
"ATLANTIC BEACH","P",2012,"D"
"ATLANTIC BEACH","P",2013,"D"
"ATLANTIC BEACH","P",2014,"C"
"ATLANTIC BEACH","P",2015,"C"
"ATLANTIC BEACH","P",2016,"C"
"ATLANTIS","P",2005,"A"
"ATLANTIS","P",2006,"A"
"ATLANTIS","P",2008,"C"
"ATLANTIS","P",2011,"D"
"ATLANTIS","P",2014,"C"
"AUBURNDALE","F",2011,"D"
"AUBURNDALE","F",2012,"C"
"AUBURNDALE","F",2013,"C"
"AUBURNDALE","F",2014,"C"
"AUBURNDALE","F",2015,"C"
"AUBURNDALE","F",2016,"C"
"AUBURNDALE","G",2010,"C"
"AUBURNDALE","G",2011,"D"
"AUBURNDALE","G",2012,"D"
"AUBURNDALE","G",2013,"D"
"AUBURNDALE","G",2015,"D"
"AUBURNDALE","G",2016,"D"
"AVENTURA","P",2007,"B"
"AVENTURA","P",2009,"B"
"AVENTURA","P",2012,"A"
"AVENTURA","P",2014,"A"
"AVENTURA","P",2016,"A"
"AVON PARK","F",2005,"A"
"AVON PARK","F",2006,"B"
"AVON PARK","F",2007,"A"
"AVON PARK","F",2008,"B"
"AVON PARK","F",2009,"C"
"AVON PARK","F",2010,"C"
"AVON PARK","F",2011,"D"
"AVON PARK","F",2012,"C"
"AVON PARK","F",2013,"C"
"AVON PARK","F",2015,"C"
"AVON PARK","F",2016,"C"
"AVON PARK","P",2007,"A"
"AVON PARK","P",2008,"A"
"AVON PARK","P",2009,"A"
"AVON PARK","P",2010,"B"
"AVON PARK","P",2011,"B"
"AVON PARK","P",2013,"A"
"AVON PARK","P",2015,"A"
"AVON PARK","P",2016,"A"
"BAL HARBOUR VILLAGE","G",2008,"C"
"BAL HARBOUR VILLAGE","G",2010,"C"
"BAL HARBOUR VILLAGE","G",2012,"C"
"BAL HARBOUR VILLAGE","G",2014,"C"
"BAL HARBOUR VILLAGE","G",2015,"C"
"BAL HARBOUR VILLAGE","P",2005,"D"
"BAL HARBOUR VILLAGE","P",2006,"F"
"BAL HARBOUR VILLAGE","P",2007,"F"
"BAL HARBOUR VILLAGE","P",2009,"F"
"BAL HARBOUR VILLAGE","P",2010,"F"
"BAL HARBOUR VILLAGE","P",2011,"F"
"BAL HARBOUR VILLAGE","P",2012,"D"
"BAL HARBOUR VILLAGE","P",2013,"D"
"BAL HARBOUR VILLAGE","P",2014,"D"
"BAL HARBOUR VILLAGE","P",2015,"D"
"BAL HARBOUR VILLAGE","P",2016,"D"
"BARTOW","G",2006,"A"
"BARTOW","G",2008,"C"
"BARTOW","G",2010,"D"
"BARTOW","G",2011,"D"
"BARTOW","G",2012,"C"
"BARTOW","G",2013,"C"
"BARTOW","G",2014,"C"
"BARTOW","G",2015,"C"
"BARTOW","G",2016,"C"
"BARTOW","P",2010,"D"
"BARTOW","P",2011,"D"
"BARTOW","P",2012,"D"
"BARTOW","P",2013,"C"
"BARTOW","P",2015,"C"
"BARTOW","P",2016,"C"
"BAY HARBOR ISLANDS","G",2011,"B"
"BAY HARBOR ISLANDS","G",2013,"A"
"BAY HARBOR ISLANDS","G",2014,"A"
"BAY HARBOR ISLANDS","G",2015,"A"
"BAY HARBOR ISLANDS","P",2011,"C"
"BAY HARBOR ISLANDS","P",2013,"A"
"BAY HARBOR ISLANDS","P",2014,"A"
"BAY HARBOR ISLANDS","P",2015,"A"
"BAY MEDICAL CENTER","G",2010,"A"
"BAY MEDICAL CENTER","G",2011,"A"
"BAY MEDICAL CENTER","G",2013,"C"
"BAY MEDICAL CENTER","G",2014,"C"
"BAY MEDICAL CENTER","G",2015,"C"
"BAY MEDICAL CENTER","G",2016,"D"
"BELLE GLADE","F",2005,"A"
"BELLE GLADE","G",2005,"A"
"BELLE GLADE","G",2006,"A"
"BELLE GLADE","G",2008,"A"
"BELLE GLADE","G",2009,"A"
"BELLE GLADE","G",2010,"A"
"BELLE GLADE","P",2005,"A"
"BELLEVIEW","P",2007,"B"
"BELLEVIEW","P",2008,"B"
"BELLEVIEW","P",2009,"B"
"BELLEVIEW","P",2010,"C"
"BELLEVIEW","P",2011,"C"
"BELLEVIEW","P",2012,"C"
"BELLEVIEW","P",2013,"B"
"BELLEVIEW","P",2015,"A"
"BELLEVIEW","P",2016,"A"
"BOCA RATON","G",2008,"A"
"BOCA RATON","G",2009,"A"
"BOCA RATON","G",2010,"A"
"BOCA RATON","G",2011,"A"
"BOCA RATON","G",2012,"A"
"BOCA RATON","G",2013,"A"
"BOCA RATON","G",2014,"A"
"BOCA RATON","G",2015,"A"
"BOCA RATON","PF",2008,"B"
"BOCA RATON","PF",2010,"D"
"BOCA RATON","PF",2011,"D"
"BOCA RATON","PF",2012,"D"
"BOCA RATON","PF",2013,"D"
"BOCA RATON","PF",2014,"D"
"BOCA RATON","PF",2015,"D"
"BOCA RATON","PF",2016,"D"
"BOCA RATON EXECUTIVE","G",2008,"C"
"BOCA RATON EXECUTIVE","G",2010,"C"
"BOCA RATON EXECUTIVE","G",2011,"F"
"BOCA RATON EXECUTIVE","G",2012,"C"
"BOCA RATON EXECUTIVE","G",2013,"C"
"BOCA RATON EXECUTIVE","G",2014,"C"
"BOCA RATON EXECUTIVE","G",2015,"C"
"BOYNTON BEACH","F",2006,"D"
"BOYNTON BEACH","F",2008,"D"
"BOYNTON BEACH","F",2009,"D"
"BOYNTON BEACH","F",2010,"F"
"BOYNTON BEACH","F",2011,"F"
"BOYNTON BEACH","F",2012,"D"
"BOYNTON BEACH","F",2013,"C"
"BOYNTON BEACH","F",2014,"C"
"BOYNTON BEACH","F",2015,"C"
"BOYNTON BEACH","F",2016,"C"
"BOYNTON BEACH","G",2005,"B"
"BOYNTON BEACH","G",2008,"C"
"BOYNTON BEACH","G",2009,"C"
"BOYNTON BEACH","G",2011,"C"
"BOYNTON BEACH","G",2012,"C"
"BOYNTON BEACH","G",2013,"C"
"BOYNTON BEACH","G",2014,"B"
"BOYNTON BEACH","G",2015,"B"
"BOYNTON BEACH","G",2016,"B"
"BOYNTON BEACH","P",2008,"D"
"BOYNTON BEACH","P",2009,"F"
"BOYNTON BEACH","P",2010,"F"
"BOYNTON BEACH","P",2011,"F"
"BOYNTON BEACH","P",2012,"C"
"BOYNTON BEACH","P",2013,"C"
"BOYNTON BEACH","P",2014,"C"
"BOYNTON BEACH","P",2015,"C"
"BOYNTON BEACH","P",2016,"C"
"BRADENTON","F",2005,"B"
"BRADENTON","F",2006,"C"
"BRADENTON","F",2007,"B"
"BRADENTON","F",2008,"D"
"BRADENTON","F",2009,"D"
"BRADENTON","F",2010,"D"
"BRADENTON","F",2011,"D"
"BRADENTON","F",2012,"D"
"BRADENTON","F",2013,"D"
"BRADENTON","F",2014,"C"
"BRADENTON","F",2015,"B"
"BRADENTON","F",2016,"B"
"BRADENTON","P",2005,"B"
"BRADENTON","P",2006,"B"
"BRADENTON","P",2007,"B"
"BRADENTON","P",2008,"B"
"BRADENTON","P",2009,"B"
"BRADENTON","P",2010,"C"
"BRADENTON","P",2011,"C"
"BRADENTON","P",2012,"D"
"BRADENTON","P",2013,"C"
"BRADENTON","P",2014,"B"
"BRADENTON","P",2015,"B"
"BRADENTON","P",2016,"B"
"BROOKSVILLE","F",2005,"C"
"BROOKSVILLE","F",2006,"B"
"BROOKSVILLE","F",2007,"C"
"BROOKSVILLE","F",2008,"C"
"BROOKSVILLE","F",2009,"C"
"BROOKSVILLE","F",2010,"D"
"BROOKSVILLE","F",2011,"D"
"BROOKSVILLE","F",2012,"D"
"BROOKSVILLE","F",2013,"D"
"BROOKSVILLE","F",2014,"C"
"BROOKSVILLE","F",2015,"B"
"BROOKSVILLE","F",2016,"B"
"BUNNELL","F",2005,"A"
"BUNNELL","F",2008,"A"
"BUNNELL","F",2010,"A"
"BUSHNELL","G",2006,"A"
"BUSHNELL","G",2008,"B"
"BUSHNELL","G",2009,"B"
"BUSHNELL","G",2011,"B"
"BUSHNELL","G",2012,"A"
"BUSHNELL","G",2013,"A"
"BUSHNELL","G",2014,"A"
"BUSHNELL","G",2015,"A"
"BUSHNELL","G",2016,"A"
"CAPE CORAL","F",2005,"C"
"CAPE CORAL","F",2006,"C"
"CAPE CORAL","F",2007,"C"
"CAPE CORAL","F",2008,"D"
"CAPE CORAL","F",2009,"D"
"CAPE CORAL","F",2010,"F"
"CAPE CORAL","F",2011,"F"
"CAPE CORAL","F",2012,"D"
"CAPE CORAL","F",2013,"D"
"CAPE CORAL","F",2014,"C"
"CAPE CORAL","F",2015,"C"
"CAPE CORAL","F",2016,"C"
"CAPE CORAL","G",2005,"B"
"CAPE CORAL","G",2006,"B"
"CAPE CORAL","G",2008,"C"
"CAPE CORAL","G",2009,"C"
"CAPE CORAL","G",2010,"F"
"CAPE CORAL","G",2011,"F"
"CAPE CORAL","G",2012,"C"
"CAPE CORAL","G",2013,"C"
"CAPE CORAL","G",2014,"C"
"CAPE CORAL","G",2015,"C"
"CAPE CORAL","G",2016,"C"
"CAPE CORAL","P",2005,"C"
"CAPE CORAL","P",2007,"B"
"CAPE CORAL","P",2008,"C"
"CAPE CORAL","P",2009,"D"
"CAPE CORAL","P",2010,"D"
"CAPE CORAL","P",2011,"F"
"CAPE CORAL","P",2012,"C"
"CAPE CORAL","P",2013,"B"
"CAPE CORAL","P",2014,"B"
"CAPE CORAL","P",2015,"B"
"CAPE CORAL","P",2016,"B"
"CLEARWATER","F",2014,"A"
"CLEARWATER","GPF",2016,"A"
"CLEWISTON","G",2013,"C"
"CLEWISTON","G",2014,"C"
"CLEWISTON","G",2015,"C"
"CLEWISTON","G",2016,"C"
"COCOA","F",2006,"D"
"COCOA","F",2008,"F"
"COCOA","F",2010,"F"
"COCOA","F",2011,"F"
"COCOA","F",2012,"F"
"COCOA","F",2014,"D"
"COCOA","F",2015,"D"
"COCOA","F",2016,"D"
"COCOA","G",2005,"C"
"COCOA","G",2006,"C"
"COCOA","G",2008,"C"
"COCOA","G",2009,"D"
"COCOA","G",2010,"D"
"COCOA","G",2011,"D"
"COCOA","G",2012,"D"
"COCOA","G",2013,"D"
"COCOA","G",2014,"C"
"COCOA","G",2015,"C"
"COCOA","G",2016,"C"
"COCOA","P",2008,"B"
"COCOA","P",2009,"B"
"COCOA","P",2010,"C"
"COCOA","P",2011,"C"
"COCOA","P",2012,"B"
"COCOA","P",2013,"B"
"COCOA","P",2014,"B"
"COCOA","P",2015,"A"
"COCOA","P",2016,"B"
"COCOA BEACH","F",2005,"F"
"COCOA BEACH","F",2006,"F"
"COCOA BEACH","F",2007,"F"
"COCOA BEACH","F",2008,"F"
"COCOA BEACH","F",2009,"F"
"COCOA BEACH","F",2010,"F"
"COCOA BEACH","F",2011,"F"
"COCOA BEACH","F",2012,"D"
"COCOA BEACH","F",2013,"D"
"COCOA BEACH","F",2014,"D"
"COCOA BEACH","F",2015,"D"
"COCOA BEACH","F",2016,"C"
"COCOA BEACH","P",2005,"D"
"COCOA BEACH","P",2006,"D"
"COCOA BEACH","P",2007,"D"
"COCOA BEACH","P",2008,"F"
"COCOA BEACH","P",2009,"F"
"COCOA BEACH","P",2010,"F"
"COCOA BEACH","P",2011,"F"
"COCOA BEACH","P",2012,"F"
"COCOA BEACH","P",2013,"D"
"COCOA BEACH","P",2014,"D"
"COCOA BEACH","P",2015,"D"
"COCOA BEACH","P",2016,"C"
"COOPER CITY","F",2005,"D"
"COOPER CITY","F",2006,"D"
"COOPER CITY","F",2007,"D"
"COOPER CITY","F",2008,"D"
"COOPER CITY","P",2016,"B"
"COOPER CITY - MANAGEMENT","GPF",2008,"F"
"COOPER CITY - MANAGEMENT","GPF",2011,"D"
"COOPER CITY - MANAGEMENT","GPF",2014,"C"
"CORAL GABLES","GPF",2008,"D"
"CORAL GABLES","GPF",2009,"F"
"CORAL GABLES","GPF",2011,"F"
"CORAL GABLES","GPF",2012,"D"
"CORAL GABLES","GPF",2013,"D"
"CORAL GABLES","GPF",2014,"C"
"CORAL GABLES","GPF",2015,"D"
"CORAL GABLES","GPF",2016,"D"
"CORAL SPRINGS","F",2005,"D"
"CORAL SPRINGS","F",2007,"C"
"CORAL SPRINGS","F",2010,"B"
"CORAL SPRINGS","F",2011,"C"
"CORAL SPRINGS","F",2012,"B"
"CORAL SPRINGS","F",2013,"A"
"CORAL SPRINGS","F",2014,"A"
"CORAL SPRINGS","F",2015,"A"
"CORAL SPRINGS","G",2005,"B"
"CORAL SPRINGS","G",2006,"C"
"CORAL SPRINGS","G",2007,"D"
"CORAL SPRINGS","G",2008,"D"
"CORAL SPRINGS","G",2009,"D"
"CORAL SPRINGS","G",2010,"C"
"CORAL SPRINGS","G",2011,"C"
"CORAL SPRINGS","G",2012,"C"
"CORAL SPRINGS","G",2013,"B"
"CORAL SPRINGS","G",2014,"B"
"CORAL SPRINGS","G",2015,"C"
"CORAL SPRINGS","G",2016,"C"
"CORAL SPRINGS","P",2011,"F"
"CORAL SPRINGS","P",2012,"D"
"CORAL SPRINGS","P",2013,"D"
"CORAL SPRINGS","P",2014,"D"
"CORAL SPRINGS","P",2015,"C"
"CRESTVIEW","G",2016,"A"
"DADE CITY","F",2011,"D"
"DADE CITY","F",2012,"C"
"DADE CITY","F",2013,"C"
"DADE CITY","F",2015,"D"
"DADE CITY","F",2016,"D"
"DANIA BEACH","F",2008,"D"
"DANIA BEACH","F",2009,"D"
"DANIA BEACH","F",2011,"F"
"DANIA BEACH","P",2008,"D"
"DANIA BEACH","P",2009,"D"
"DAVIE","F",2005,"C"
"DAVIE","F",2006,"C"
"DAVIE","F",2007,"C"
"DAVIE","F",2009,"C"
"DAVIE","F",2010,"D"
"DAVIE","F",2011,"D"
"DAVIE","F",2012,"D"
"DAVIE","F",2014,"C"
"DAVIE","F",2015,"C"
"DAVIE","P",2005,"C"
"DAVIE","P",2007,"C"
"DAVIE","P",2009,"D"
"DAVIE","P",2010,"D"
"DAVIE","P",2011,"D"
"DAVIE","P",2012,"D"
"DAVIE","P",2013,"B"
"DAVIE","P",2014,"B"
"DAVIE","P",2015,"C"
"DAVIE","P",2016,"C"
"DAYTONA BEACH","PF",2005,"B"
"DAYTONA BEACH","PF",2006,"C"
"DAYTONA BEACH","PF",2008,"C"
"DAYTONA BEACH","PF",2010,"C"
"DAYTONA BEACH","PF",2012,"C"
"DAYTONA BEACH","PF",2013,"C"
"DAYTONA BEACH","PF",2014,"C"
"DAYTONA BEACH","PF",2015,"C"
"DAYTONA BEACH","PF",2016,"C"
"DEERFIELD BEACH","F",2006,"A"
"DEERFIELD BEACH","F",2007,"A"
"DEERFIELD BEACH","F",2008,"A"
"DEERFIELD BEACH","F",2009,"A"
"DEERFIELD BEACH","F",2010,"C"
"DEERFIELD BEACH","F",2011,"C"
"DEERFIELD BEACH","F",2014,"C"
"DEERFIELD BEACH","F",2015,"C"
"DEERFIELD BEACH","G",2011,"B"
"DEERFIELD BEACH","G",2012,"B"
"DEERFIELD BEACH","G",2014,"B"
"DEERFIELD BEACH","G",2015,"B"
"DEERFIELD BEACH","P",2006,"B"
"DEERFIELD BEACH","P",2008,"C"
"DEERFIELD BEACH","P",2010,"D"
"DEERFIELD BEACH","P",2011,"D"
"DEERFIELD BEACH","P",2013,"D"
"DEERFIELD BEACH","P",2015,"D"
"DEERFIELD BEACH","P",2016,"D"
"DELAND","F",2007,"A"
"DELAND","F",2009,"B"
"DELAND","F",2010,"C"
"DELAND","F",2011,"C"
"DELAND","F",2012,"B"
"DELAND","F",2013,"B"
"DELAND","F",2014,"B"
"DELAND","F",2015,"B"
"DELAND","F",2016,"C"
"DELAND","G",2005,"A"
"DELAND","G",2008,"B"
"DELAND","G",2009,"B"
"DELAND","G",2010,"C"
"DELAND","G",2011,"C"
"DELAND","G",2012,"B"
"DELAND","G",2013,"B"
"DELAND","G",2014,"B"
"DELAND","G",2015,"B"
"DELAND","P",2005,"A"
"DELAND","P",2007,"B"
"DELAND","P",2008,"B"
"DELAND","P",2010,"C"
"DELAND","P",2011,"C"
"DELAND","P",2012,"C"
"DELAND","P",2013,"C"
"DELAND","P",2014,"C"
"DELAND","P",2015,"C"
"DELRAY BEACH","F",2016,"D"
"DELRAY BEACH","G",2010,"A"
"DELRAY BEACH","G",2011,"A"
"DELRAY BEACH","G",2012,"A"
"DELRAY BEACH","G",2013,"A"
"DELRAY BEACH","G",2014,"A"
"DELRAY BEACH","G",2015,"A"
"DELRAY BEACH","G",2016,"A"
"DELRAY BEACH","P",2016,"D"
"DELRAY BEACH","PF",2005,"D"
"DELRAY BEACH","PF",2006,"D"
"DELRAY BEACH","PF",2007,"C"
"DELRAY BEACH","PF",2009,"D"
"DELRAY BEACH","PF",2010,"F"
"DELRAY BEACH","PF",2011,"F"
"DELRAY BEACH","PF",2012,"D"
"DELRAY BEACH","PF",2013,"D"
"DELRAY BEACH","PF",2014,"D"
"DELRAY BEACH","PF",2015,"D"
"DELTONA","F",2008,"B"
"DELTONA","F",2009,"C"
"DELTONA","F",2010,"C"
"DELTONA","F",2011,"C"
"DELTONA","F",2012,"C"
"DELTONA","F",2013,"C"
"DELTONA","F",2014,"C"
"DELTONA","F",2015,"C"
"DELTONA","F",2016,"D"
"DUNEDIN","F",2005,"A"
"DUNEDIN","F",2006,"A"
"DUNEDIN","F",2008,"A"
"DUNEDIN","F",2009,"B"
"DUNEDIN","F",2010,"B"
"DUNEDIN","F",2011,"B"
"DUNEDIN","F",2012,"A"
"DUNEDIN","F",2013,"A"
"DUNEDIN","F",2014,"A"
"DUNEDIN","F",2015,"A"
"DUNEDIN","F",2016,"A"
"EDGEWATER","F",2005,"A"
"EDGEWATER","F",2007,"A"
"EDGEWATER","F",2008,"A"
"EDGEWATER","F",2009,"A"
"EDGEWATER","F",2010,"B"
"EDGEWATER","F",2011,"C"
"EDGEWATER","F",2012,"A"
"EDGEWATER","F",2013,"A"
"EDGEWATER","F",2014,"A"
"EDGEWATER","F",2015,"A"
"EDGEWATER","F",2016,"A"
"EDGEWATER","G",2012,"D"
"EDGEWATER","G",2013,"D"
"EDGEWATER","G",2014,"D"
"EDGEWATER","G",2015,"D"
"EDGEWATER","P",2013,"C"
"EDGEWATER","P",2014,"C"
"EDGEWATER","P",2015,"C"
"EDGEWATER","P",2016,"C"
"EUSTIS","F",2005,"B"
"EUSTIS","F",2006,"B"
"EUSTIS","F",2007,"B"
"EUSTIS","F",2008,"B"
"EUSTIS","F",2009,"D"
"EUSTIS","F",2010,"D"
"EUSTIS","F",2011,"D"
"EUSTIS","F",2013,"D"
"EUSTIS","F",2014,"D"
"EUSTIS","F",2015,"D"
"EUSTIS","F",2016,"D"
"EUSTIS","P",2006,"D"
"EUSTIS","P",2007,"D"
"EUSTIS","P",2009,"D"
"EUSTIS","P",2010,"D"
"EUSTIS","P",2013,"D"
"EUSTIS","P",2014,"D"
"EUSTIS","P",2015,"D"
"EUSTIS","P",2016,"D"
"FERNANDINA BEACH","G",2005,"B"
"FERNANDINA BEACH","G",2006,"B"
"FERNANDINA BEACH","G",2008,"B"
"FERNANDINA BEACH","G",2009,"C"
"FERNANDINA BEACH","G",2010,"D"
"FERNANDINA BEACH","G",2011,"D"
"FERNANDINA BEACH","G",2012,"F"
"FERNANDINA BEACH","G",2013,"D"
"FERNANDINA BEACH","G",2015,"D"
"FERNANDINA BEACH","G",2016,"C"
"FERNANDINA BEACH","PF",2005,"C"
"FERNANDINA BEACH","PF",2006,"C"
"FERNANDINA BEACH","PF",2008,"D"
"FERNANDINA BEACH","PF",2009,"D"
"FERNANDINA BEACH","PF",2010,"F"
"FERNANDINA BEACH","PF",2011,"F"
"FERNANDINA BEACH","PF",2012,"F"
"FERNANDINA BEACH","PF",2013,"D"
"FERNANDINA BEACH","PF",2014,"D"
"FERNANDINA BEACH","PF",2015,"D"
"FERNANDINA BEACH","PF",2016,"D"
"FLAGLER BEACH","P",2015,"A"
"FLAGLER BEACH","P",2016,"A"
"FLORIDA CITY - ELECTED","G",2012,"F"
"FLORIDA CITY - ELECTED","G",2014,"D"
"FORT LAUDERDALE","G",2008,"C"
"FORT LAUDERDALE","G",2009,"C"
"FORT LAUDERDALE","G",2011,"F"
"FORT LAUDERDALE","G",2012,"A"
"FORT LAUDERDALE","G",2013,"A"
"FORT LAUDERDALE","G",2015,"A"
"FORT LAUDERDALE","G",2016,"A"
"FORT LAUDERDALE","PF",2009,"D"
"FORT LAUDERDALE","PF",2012,"C"
"FORT LAUDERDALE","PF",2013,"A"
"FORT LAUDERDALE","PF",2014,"A"
"FORT LAUDERDALE","PF",2015,"A"
"FORT MYERS","F",2005,"D"
"FORT MYERS","F",2006,"D"
"FORT MYERS","F",2007,"D"
"FORT MYERS","F",2008,"F"
"FORT MYERS","F",2009,"F"
"FORT MYERS","F",2010,"F"
"FORT MYERS","F",2011,"F"
"FORT MYERS","F",2012,"F"
"FORT MYERS","F",2013,"D"
"FORT MYERS","F",2014,"D"
"FORT MYERS","F",2015,"D"
"FORT MYERS","F",2016,"D"
"FORT MYERS","G",2005,"C"
"FORT MYERS","G",2007,"C"
"FORT MYERS","G",2008,"F"
"FORT MYERS","G",2009,"F"
"FORT MYERS","G",2010,"F"
"FORT MYERS","G",2011,"F"
"FORT MYERS","G",2012,"F"
"FORT MYERS","G",2013,"D"
"FORT MYERS","G",2014,"D"
"FORT MYERS","G",2015,"F"
"FORT MYERS","G",2016,"D"
"FORT MYERS","P",2005,"C"
"FORT MYERS","P",2007,"D"
"FORT MYERS","P",2008,"F"
"FORT MYERS","P",2009,"F"
"FORT MYERS","P",2010,"F"
"FORT MYERS","P",2011,"F"
"FORT MYERS","P",2012,"F"
"FORT MYERS","P",2013,"F"
"FORT MYERS","P",2015,"D"
"FORT MYERS","P",2016,"C"
"FORT PIERCE","G",2009,"A"
"FORT PIERCE","G",2010,"A"
"FORT PIERCE","G",2011,"B"
"FORT PIERCE","G",2012,"A"
"FORT PIERCE","G",2013,"A"
"FORT PIERCE","G",2014,"A"
"FORT PIERCE","G",2015,"A"
"FORT PIERCE","P",2009,"A"
"FORT PIERCE","P",2010,"A"
"FORT PIERCE","P",2011,"A"
"FORT PIERCE","P",2012,"A"
"FORT PIERCE","P",2013,"A"
"FORT PIERCE","P",2014,"A"
"FORT PIERCE","P",2015,"A"
"FORT PIERCE SUPP","P",2006,"A"
"FORT PIERCE SUPP","P",2007,"A"
"FORT PIERCE SUPP","P",2009,"A"
"FORT PIERCE SUPP","P",2010,"A"
"FORT PIERCE SUPP","P",2011,"A"
"FORT PIERCE SUPP","P",2012,"A"
"FORT PIERCE SUPP","P",2013,"A"
"FORT PIERCE SUPP","P",2014,"A"
"FORT PIERCE SUPP","P",2016,"A"
"FORT WALTON BEACH","F",2005,"B"
"FORT WALTON BEACH","F",2006,"B"
"FORT WALTON BEACH","F",2007,"B"
"FORT WALTON BEACH","F",2008,"D"
"FORT WALTON BEACH","F",2009,"D"
"FORT WALTON BEACH","F",2010,"F"
"FORT WALTON BEACH","F",2011,"F"
"FORT WALTON BEACH","F",2012,"D"
"FORT WALTON BEACH","F",2013,"D"
"FORT WALTON BEACH","F",2014,"D"
"FORT WALTON BEACH","F",2015,"D"
"FORT WALTON BEACH","F",2016,"D"
"FORT WALTON BEACH","G",2009,"A"
"FORT WALTON BEACH","G",2010,"C"
"FORT WALTON BEACH","G",2011,"C"
